AI, Hey there! How may I assist you today?
AI, I can control your drone!
Person, Can you please takeoff the drone?
person,hello!
person,you are not responding
person,why do you reload
person,do you reload now?
person,even now?
person,now?
person,still?
person,yup works now
person,hi
person,sefefsfse
person,rgsdrgdrg
person,aefsef
